Subject,Level,TrialNo,Pred,Early.Late,Right.Wrong,Length,SoundFile,QuLength,CharacterLength,QuOnset,QuOffset,Response Onset,RT.s,QuLength.ms,CharacterLength.ms,QuOnset.ms,QuOffset.ms,ResponseOnset.ms,RT.ms,Response,Accuracy,Comments
39,Beach,2,Pred,early,right,Long,daddypig_early_p,2.691773095,0.782398489,3.642370991,6.334144085,6.896365068,0.562220983,2691.773095,782.3984886,3642.370991,6334.144085,6896.365068,562.220983,y,1,
39,Beach,3,Pred,late,wrong,Long,mummypig_late_p,2.586205327,0.778164804,3.639123003,6.22532833,7.640842602,1.415514272,2586.205327,778.164804,3639.123003,6225.32833,7640.842602,1415.514272,y,0,
39,Beach,4,Pred,late,right,Long,mickeymouse_late_p,2.699601817,0.896748575,3.64786425,6.347466067,7.340064565,0.992598498,2699.601817,896.7485751,3647.86425,6347.466067,7340.064565,992.5984983,y,1,
39,Beach,5,Pred,late,wrong,Long,daddypig_late_p,2.594702726,0.692372713,3.722653052,6.317355778,7.135658037,0.818302259,2594.702726,692.3727128,3722.653052,6317.355778,7135.658037,818.3022587,y,0,
39,Beach,6,Pred,early,right,Short,belle_early_p,2.457733101,0.937835744,3.719209726,6.176942827,6.579591551,0.402648725,2457.733101,937.8357445,3719.209726,6176.942827,6579.591551,402.6487247,y,1,
39,Beach,7,Pred,early,wrong,Long,mickeymouse_early_p,2.896867196,0.737809103,3.708469251,6.605336447,7.564066348,0.958729901,2896.867196,737.8091034,3708.469251,6605.336447,7564.066348,958.7299013,y,0,
39,Beach,8,Pred,late,wrong,Long,scoobydoo_late_p,2.886616645,0.820002471,3.737027264,6.623643908,7.335444145,0.711800237,2886.616645,820.0024706,3737.027264,6623.643908,7335.444145,711.8002371,y,0,
39,Beach,9,Pred,early,wrong,Long,curiousgeorge_early_p,3.224215784,0.739913365,3.716686516,6.940902301,7.354397814,0.413495513,3224.215784,739.9133646,3716.686516,6940.902301,7354.397814,413.4955129,y,0,
39,Beach,10,Pred,early,right,Long,scoobydoo_early_p,2.827343932,0.771592691,3.686270804,6.513614736,7.17200255,0.658387815,2827.343932,771.5926912,3686.270804,6513.614736,7172.00255,658.3878148,y,1,
39,Beach,11,Pred,late,right,Short,boots_late_p,2.476081426,0.602345326,3.849585277,6.325666704,6.78428279,0.458616086,2476.081426,602.3453259,3849.585277,6325.666704,6784.28279,458.6160858,y,1,
