"Subject" "Age" "SubjNo" "Age..months." "Gender" "CELF.Score" "Trials.Completed" "u" "u_s" "u_t" "mean" "beta_t0" "beta_t1" "beta_t2" "beta_t3" "beta_t4" "beta_t5" "beta_t6" "beta_t7" "beta_t8" "beta_t9" "beta_t10" "beta_t11" "beta0" "beta1" "beta2" "beta3" "beta4" "beta5" "beta6" "beta7" "beta8" "beta9" "beta10" "beta11" "full_t" "inv_full_t" "full_mu"
"27" "Five11" "Five" 11 64 "m" 24 72 0.29130341498927 0.0387199342484107 -0.299832569456602 0.118955102846294 -1.15370794125713 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 -0.709218846027545 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 -0.66430352041359 1.94313669489372 0.371321559261865
"28" "Five12" "Five" 12 64 "m" 27 96 -0.279699629563093 -0.235694125982177 0.609775149131716 0.473049631001773 -1.15370794125713 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 -0.709218846027545 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.310435058125792 0.733127933567878 -0.134550625339434
"29" "Five13" "Five" 13 69 "m" 27 77 0.00555177081447268 -0.135242052828973 0.258360270190882 0.286085203344838 -1.15370794125713 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 -0.709218846027545 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 -0.671512852197823 1.95719603034247 -0.479832256344649
"30" "Five14" "Five" 14 66 "m" 30 48 0.0347070660809335 0.0880184357460346 0.395190637170053 0.489344666548611 -1.15370794125713 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 -0.709218846027545 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 -0.631868778624034 1.88112269844363 -0.547863254483571
"31" "Five15" "Five" 15 61 "f" 32 48 -0.0602034411200628 -0.0664415113212148 -0.433693835619432 -0.303060191161834 -1.15370794125713 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 -0.709218846027545 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 -1.49491144670554 4.45894168138882 -0.676931956976592
"32" "Five16" "Five" 16 68 "f" 30 48 0.196366420199945 -0.0374244953292338 0.303915319350783 0.522249139596175 -1.15370794125713 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.709218846027545 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.810153585349947 2.24825325892496 -0.473213389271201
"33" "Five17" "Five" 17 61 "f" 36 53 -0.140315366357028 -0.317391617873827 -0.281754428505165 -0.306185558031886 -1.15370794125713 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.709218846027545 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -1.33794119621727 3.8111889324377 -0.752013038839546
"34" "Five18" "Five" 18 71 "f" 29 48 -0.0425032359379342 0.438938309815512 0.515993884692624 0.568399194701005 -1.15370794125713 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.709218846027545 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.811771252606463 2.25189312786092 -0.925779278007438
"35" "Five19" "Five" 19 69 "f" 29 72 -0.062840935423748 0.301656106136424 0.261634909047936 0.215683655279699 -1.15370794125713 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 -0.709218846027545 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 -0.995171556865733 2.70518839511479 -0.875158306107834
"36" "Five2" "Five" 2 68 "m" 29 84 -0.0930675635838217 -0.119406768163779 0.124121751160892 0.0334225488750049 -1.15370794125713 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 -0.709218846027545 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 -1.12791553714385 3.08921043975551 -0.900615756658982
"37" "Five20" "Five" 20 66 "f" 36 48 -0.335601455697722 0.158530810382776 0.292859590152586 -0.0255433596244822 -1.15370794125713 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 -0.709218846027545 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 -0.763822356942096 2.14646511592273 -0.94779430756282
"38" "Five21" "Five" 21 61 "m" 31 72 0.271271720653341 0.0981796911838517 0.235683749492413 0.544200664532356 -1.15370794125713 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 -0.709218846027545 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 -0.128787201464576 1.13744805113085 0.351289864925936
"39" "Five22" "Five" 22 71 "f" 36 96 -0.11641685166101 0.127091813335749 -0.0940789082693062 -0.133443129488766 -1.15370794125713 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 -0.709218846027545 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 -0.39341899927523 1.48203923261807 0.028732152562649
"40" "Five23" "Five" 23 61 "f" 28 22 -0.13124321062205 -0.367411974267432 -0.329133616965299 -0.318372770613112 -1.15370794125713 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 -0.709218846027545 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 -1.259006739354 3.52192156339755 -0.616627237781172
"41" "Five24" "Five" 24 71 "m" 36 48 0.141161053587374 -0.0231445384867717 -0.332423345382165 -0.0361631546690282 -1.15370794125713 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 -0.709218846027545 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 -1.35948276117625 3.89417856045084 -0.44140926697713
"42" "Five25" "Five" 25 60 "m" 24 77 0.122303033761404 0.360597687295108 0.0815867331047195 0.249334724701684 -1.15370794125713 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 -0.709218846027545 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 -0.979630877981392 2.66347291395807 -0.494425482095125
"43" "Five26" "Five" 26 68 "f" 32 72 -0.0172963292748282 0.241970206143388 -0.219651147923315 -0.12367895463926 -1.15370794125713 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.709218846027545 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -1.33372005262404 3.79513526295213 -0.686876138745975
"44" "Five27" "Five" 27 65 "m" 32 72 -0.0797341968454132 -0.139474545960575 0.0329683328335018 -0.00568982722858809 -1.15370794125713 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.709218846027545 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -1.0232184348786 2.78213448896245 -0.691431869327931
