"Subject" "Age" "SubjNo" "Age..months." "Gender" "CELF.Score" "Trials.Completed" "u" "u_s" "u_t" "mean" "beta_t0" "beta_t1" "beta_t2" "beta_t3" "beta_t4" "beta_t5" "beta_t6" "beta_t7" "beta_t8" "beta_t9" "beta_t10" "beta_t11" "beta0" "beta1" "beta2" "beta3" "beta4" "beta5" "beta6" "beta7" "beta8" "beta9" "beta10" "beta11" "full_t" "inv_full_t" "full_mu"
"45" "Five28" "Five" 28 65 "m" 24 48 -0.310954200473861 -0.014334498743485 0.589413011988914 0.406627748614691 -1.15370794125713 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.709218846027545 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.738352125310172 2.09248451959302 -1.19423024254336
"46" "Five29" "Five" 29 66 "m" 33 96 -0.100909921974025 -0.148857798600918 1.39403430930007 2.54806914016184 -1.15370794125713 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 -0.709218846027545 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.137227843386398 0.871771576114355 -0.913227292658111
"47" "Five30" "Five" 30 65 "m" 28 96 -0.0522523668520756 0.288343458482017 0.278702009141829 0.243577214221802 -1.15370794125713 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 -0.709218846027545 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 -0.973335279162914 2.64675742923007 -0.859800559927236
"48" "Five4" "Five" 4 67 "m" 32 78 0.204195292202782 0.109462538004152 -0.090784142701829 0.172936097937508 -1.15370794125713 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 -0.709218846027545 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 -1.14746608979651 3.1502004627991 -0.407997559662316
"49" "Five5" "Five" 5 65 "f" 28 72 -0.12158240076472 -0.116845565446326 -1.0042286017861 -0.581694805773073 -1.15370794125713 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 -0.709218846027545 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 -1.36869955274309 3.93023630567145 -0.0415642564921254
"50" "Five6" "Five" 6 61 "m" 36 32 -0.17658427782017 0.3642263305299 -0.115506297604663 -0.229860271826311 -1.15370794125713 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 -0.709218846027545 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 -0.414846388610587 1.51413813396446 -0.0314352735965113
"51" "Five7" "Five" 7 60 "f" 31 72 0.130289986566974 0.00373277451583927 0.226855651229873 0.379491415151266 -1.15370794125713 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 -0.709218846027545 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 -0.703017471158832 2.01983832515668 -0.355094040592148
"52" "Five8" "Five" 8 61 "f" 26 96 -0.130770786477276 -0.167935714010623 -0.700312314366424 -0.501980997859087 -1.15370794125713 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 -0.709218846027545 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 -1.72737173016051 5.62584821308996 -0.71334110704178
"53" "Five9" "Five" 9 68 "m" 36 96 0.0320789748572791 -0.329310770119582 -0.129705162998375 -0.0445722055345336 -1.15370794125713 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 -0.709218846027545 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 -1.19092277408449 3.29011584066003 -0.58464954099925
"54" "Three1" "Three" 1 42 "f" 10 96 -0.217620641622711 0.179916457964802 -0.345485533762223 -0.339092428039115 -1.15370794125713 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.709218846027545 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.83434915747924 4.08247386794338 -0.926839487650256
"55" "Three11" "Three" 11 39 "m" 15 63 -0.0475466088307765 0.0066829495889603 -0.209908574764468 -0.0985766064042163 -1.15370794125713 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.709218846027545 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.717126418301923 3.75834040932165 -0.756765454858322
"56" "Three12" "Three" 12 45 "f" 14 48 -0.230165216924978 0.130497021728727 0.118238248256105 0.0470385674607664 -1.15370794125713 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.709218846027545 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.841862889407495 2.55473504950831 -0.939384062952523
"57" "Three13" "Three" 13 43 "f" 17 55 0.0399070816188141 -0.0457598425794081 -0.413234745394546 -0.13075041476115 -1.15370794125713 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 -0.709218846027545 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 -0.843368960450689 5.70304294671288 -0.669311764408731
"58" "Three15" "Three" 15 38 "f" 12 26 -0.175943328651418 -0.174359022853387 -0.0366356345933448 -0.0701495967118135 -1.15370794125713 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 -0.709218846027545 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 -0.988260699335503 3.64531251764076 -0.885162174678963
"59" "Three16" "Three" 16 40 "f" 28 24 0.130570161418169 0.200654611910355 0.129657059305052 0.430449854274922 -1.15370794125713 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 -0.709218846027545 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 -0.676978031656991 3.07215794699051 -0.578648684609376
"60" "Three17" "Three" 17 41 "f" 23 51 -0.216208417404057 -0.0571540280947456 0.0732091715360434 0.0098169323596586 -1.15370794125713 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 -0.709218846027545 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 -0.828401269269155 2.67372538595624 -0.925427263431603
"61" "Three18" "Three" 18 41 "f" 19 48 -0.228639825261032 0.317813310279156 -0.200098898947961 -0.262720638326458 -1.15370794125713 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 -0.709218846027545 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 -0.148621680988437 1.75869111884203 -0.937858671288577
"62" "Three19" "Three" 19 47 "f" 28 40 -0.115916030070803 0.198289917801272 -0.650196189433104 -0.388414958161144 -1.15370794125713 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 -0.709218846027545 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0292329741528563 2.58451089313497 -0.825134876098348
"63" "Three2" "Three" 2 42 "f" 20 52 0.125052940085569 0.0749012201446314 -0.0672465666783338 0.191626291205695 -1.15370794125713 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 -0.709218846027545 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 -0.360331087073553 2.71046359646434 -0.584165905941976
"64" "Three20" "Three" 20 41 "m" 20 92 -0.142828096078728 0.292294500006299 -0.0593254802560459 -0.0170969944030879 -1.15370794125713 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 -0.709218846027545 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 -0.725398416643233 2.96354117457531 -0.852046942106274
"65" "Three21" "Three" 21 46 "f" 26 96 0.0500450328603678 0.130028059602459 0.566440666912056 1.05660313769982 -1.15370794125713 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.709218846027545 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.566683482996161 1.64013235717493 -0.659173813167177
"66" "Three22" "Three" 22 39 "m" 20 48 0.0139981156999697 0.319661749510335 0.448768979557629 0.695210574389475 -1.15370794125713 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.709218846027545 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.655581693771177 1.94507381040186 -0.695220730327575
"67" "Three23" "Three" 23 37 "f" 31 74 -0.0327697411572889 -0.124628505194527 -0.0449315501436499 0.0900277000898009 -1.15370794125713 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.709218846027545 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.644467413639806 3.00752751571045 -0.741988587184834
"68" "Three27" "Three" 27 42 "f" 11 51 -0.249418787445299 -0.198165666618631 -0.309387389288135 -0.368272326737753 -1.15370794125713 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 -0.709218846027545 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 -1.1326948295148 5.14051118361501 -0.958637633472845
"69" "Three29" "Three" 29 46 "f" 29 24 0.224137044461823 -0.20631761136956 -0.146922197310688 0.248212152953621 -1.15370794125713 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 -0.709218846027545 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 -0.588180326222263 4.07034866647713 -0.485081801565722
"70" "Three30" "Three" 30 40 "m" 20 48 0.182942961733697 0.14632784866709 0.195070258089961 0.505319658763271 -1.15370794125713 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 -0.709218846027545 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 -0.624605231341463 2.87762997558442 -0.526275884293848
"71" "Three31" "Three" 31 43 "f" 13 48 -0.152606348515111 -0.132014834499637 -0.0407738167976859 -0.0279689156847141 -1.15370794125713 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 -0.709218846027545 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 -0.764799200380209 2.99653243122388 -0.861825194542656
"72" "Three32" "Three" 32 43 "m" 28 48 0.186871082996968 0.175546495029735 0.494179182633563 0.907379000140684 -1.15370794125713 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 -0.709218846027545 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.266889227269562 0.878351668731469 -0.522347763030577
"73" "Three33" "Three" 33 46 "m" 24 72 0.363974448771178 0.0669263877156312 0.278388734740185 0.873102288546559 -1.15370794125713 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 -0.709218846027545 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.509123452994837 1.02117237679162 -0.345244397256367
"74" "Three34" "Three" 34 42 "f" 24 54 0.09255885720917 0.341409148216008 0.0598957948983834 0.298826796280371 -1.15370794125713 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 -0.709218846027545 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 -0.392825169949952 2.38685673687833 -0.616659988818375
"75" "Three35" "Three" 35 38 "f" 21 48 -0.0631869235876926 -0.0961391009996186 0.329754201749832 0.472817323212116 -1.15370794125713 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 -0.709218846027545 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 -0.645757244152197 2.00833338019909 -0.772405769615238
"76" "Three36" "Three" 36 38 "m" 20 72 -0.0149709861419438 -0.159351369449403 0.272659363027628 0.435843880247888 -1.15370794125713 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.709218846027545 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.631699501998473 2.20022196412381 -0.724189832169489
"77" "Three38" "Three" 38 36 "m" 20 48 -0.141138783493203 -0.104654006408501 0.345384375984331 0.396275897313332 -1.15370794125713 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.709218846027545 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.81071859296435 2.15692701117926 -0.850357629520749
"78" "Three39" "Three" 39 43 "f" 20 49 -0.294849717324604 -0.196784050230517 -0.254577608711724 -0.395399067207657 -1.15370794125713 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.709218846027545 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.906547389807121 3.70900770699983 -1.00406856335215
"79" "Three42" "Three" 42 43 "m" 17 48 0.0672913645116733 -0.194403153528706 -0.013175356451153 0.229245901499394 -1.15370794125713 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 -0.709218846027545 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 -0.81598467755783 3.82263698147106 -0.641927481515872
"80" "Three43" "Three" 43 43 "m" 23 48 -0.0371986686097055 -0.0575628593933834 -0.017950855349121 0.0560835803480814 -1.15370794125713 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 -0.709218846027545 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 -0.849516039293791 3.57783304073418 -0.746417514637251
"81" "Three44" "Three" 44 37 "m" 12 39 0.111162632180124 0.0103205053089925 0.407980214565256 0.77327119113795 -1.15370794125713 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 -0.709218846027545 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 -0.696385560895036 2.32578373774388 -0.598056213847421
"82" "Three46" "Three" 46 44 "m" 31 48 -0.11658820660224 0.039600566655108 -0.552667043315926 -0.338732935048265 -1.15370794125713 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 -0.709218846027545 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 -0.728781058467338 4.99955540964976 -0.825807052629785
"83" "Three47" "Three" 47 42 "m" 14 55 -0.129352050199233 0.0130890359451566 0.224501054709551 0.282697805596932 -1.15370794125713 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 -0.709218846027545 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 -0.0493339059266388 1.15023917182061 -0.838570896226779
"84" "Three6" "Three" 6 38 "f" 20 44 -0.0504007277062237 0.00831887985758952 0.0923625043734156 0.221666846703541 -1.15370794125713 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 -0.709218846027545 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0947482765174356 1.22995500403831 -0.759619573733769
"85" "Three7" "Three" 7 43 "f" 23 29 0.0936046555634442 -0.0338066752282374 0.17098537755407 0.397531251752276 -1.15370794125713 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 -0.709218846027545 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 0.0975211735450277 -0.391779371595678 2.13589923387847 -0.615614190464101
"86" "Three8" "Three" 8 45 "m" 17 73 0.22393213924465 -0.0170620404654509 0.39703321207352 0.931302043151487 -1.15370794125713 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 -0.709218846027545 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.174057196041958 -0.358638181319854 1.87765978029192 -0.485286706782895
"87" "Three9" "Three" 9 37 "f" 10 72 -0.0432115890003934 -0.162496230115442 -0.159210405953653 -0.0601158735309412 -1.15370794125713 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.709218846027545 -0.174057196041958 0.0975211735450277 0.0396390365563983 0.0924903301710163 0.126648525463041 0.223834818868423 0.854367850251204 0.78923699030014 0.0970259941624472 -0.0983293470476149 -0.10309852465654 -0.659940104856922 3.38863781799648 -0.752430435027938
